Ranking,Video ID,Video Title,Date Published,Category,Tags,URL,Duration,Views,Favorites,Rating,Raters,# Comments,Description,Comment Thread
35,"""_2TSrYIeIdc""","""Total Abdominal Hysterectomy: Closure of the abdomen""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=_2TSrYIeIdc&feature=youtube_gdata_player,502,2041,0,5.0,3,0,"This video ""Total Abdominal Hysterectomy: Closure of the abdomen"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
36,"""GLZhH7sCYb0""","""Total Abdominal Hysterectomy: Division the uterovesicular peritoneum and retraction the bladder infe""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=GLZhH7sCYb0&feature=youtube_gdata_player,170,1935,1,5.0,4,0,"This video ""Total Abdominal Hysterectomy: Division the uterovesicular peritoneum and retraction the bladder inferiorly"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
37,"""OG9GvMjHYmg""","""Caesarean Section: Induction of anaesthesia""",2011-10-03,"""Education""","""healthoernetwork, medicine, c-section, caesarean section, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=OG9GvMjHYmg&feature=youtube_gdata_player,59,1859,0,0,0,0,"This video ""Induction of anaesthesia"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Caesarean Section. The complete learning module is available through the African Health OER Network at: www.oerafrica.org A Caesarean section, also known as C-section, is a surgical procedure in which incisions are made through a motherapos;s abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies. It is usually performed when a vaginal delivery would put the babyapos;s or motherapos;s life or health at risk, although in recent times it has been also performed upon request for childbirths that could otherwise have been natural. The World Health Organization (WHO) recommends that the rate of Caesarean sections should not exceed 15% in any country. This programme includes narrated surgical video of the procedure as well as interactive case exercises and a brief self-assessment. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. Any medical information in this material is intended to inform and <b>...</b>",, 
38,"""VCXshnlkAzE""","""Mental State Examination: Simulated patient #1""",2011-09-26,"""Education""","""healthoernetwork, behavioural sciences, psychology, health oer, oer, health education""",https://www.youtube.com/watch?v=VCXshnlkAzE&feature=youtube_gdata_player,420,1723,6,5.0,1,0,"This video ""Mental State Examination: Simulated patient #1"" is part of a multimedia-based module by Celice McDermott, Nana Osem Osei, Tutu Akua Nketiah, Adjapong Kojo, Twum Nimako, Oppong Victor Barnor, Veronica Boatemaa Owusu-Afriyie and Cary Engleberg (University of Michigan). Mental State Examination (MSE) is a structured way of observing and describing a patientapos;s current state of mind, under the domains of appearance, attitude, behavior, mood and affect, speech, thought process, thought content, perception, cognition, insight and judgement. There are some minor variations in the subdivision of the MSE and the sequence and names of MSE domains. The purpose of the MSE is to obtain a comprehensive cross-sectional description of the patientapos;s mental state, which when combined with the biographical and historical information of the psychiatric history, allows the clinician to make an accurate diagnosis and formulation, which are required for coherent treatment planning. The data are collected through a combination of direct and indirect means: unstructured observation while obtaining the biographical and social information, focused questions about current symptoms, and formalised psychological tests. The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice <b>...</b>",, 
39,"""NA5qWNZxQaQ""","""Examination of the Abdomen""",2011-11-28,"""Education""","""healthoernetwork, surgery, medicine, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=NA5qWNZxQaQ&feature=youtube_gdata_player,782,1699,3,5.0,3,0,"""This video """"Clinical Examinations in Surgery: Examination of the Abdomen"""" is part of a multimedia-based module by Dr Nii Armah Adu-Aryee, Prof EQ Acheampong, Prof ED Yeboah, Mr. Baako, Dr Michael Segbefia, Prof. Richard MK Adanu, and Chris Andrew Yebuah. The module is part of a series designed for medical students to assist in preparation for clinical examinations in surgery. This module explores how to examine the abdomen. The basic guidelines for surgery are similar to internal medicine. The disease profile, however, may vary. The basic process is: 1. History 2. Physical Examination 3. Integration of information Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2010-11 University of Ghana Medical School""",, 
40,"""aRZ6CnACUoc""","""Fecal Parasite Examination - The Formol-Ether Concentration""",2010-12-23,"""Education""","""ghana, knust, microbiology, oer, fecal parasites, medicine, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=aRZ6CnACUoc&feature=youtube_gdata_player,344,1628,1,5.0,3,4,"This six minute video presents the Formol-Ether Concentration Technique used to examine fecal parasites. This resource was developed by Charles Adjei Osei of the Kwame Nkrumah University of Science and Technology and Cary Engleberg of the University of Michigan. It is part of a larger learning module about laboratory methods for clinical microbiology (available at open.umich.edu ? 2009-2010, Kwame Nkrumah University of Science and Technology and Cary Engleberg. This is licensed under a Creative Commons Attribution Noncommercial 3.0 License creativecommons.org","happinesson (2011-12-04) complete﻿ demonstration..;

SUGARNATIVE (2011-08-08) i﻿ need to collect stool smear can someone help... so i flush toilet 2ce n the put toilet paper in and i poop or pee?;

abdimicro (2011-06-30) nice n useful video buddy.....thnx.. but i hv﻿ a doubt whether the cyst or larvae will not lyse during the centrifugation process.. thnx a lot;

thejatamansi (2011-06-06) very useful, thanks a﻿ lot;

", 
41,"""i_vL7vQ2kmw""","""Total Abdominal Hysterectomy: Clamping, cutting, and ligating the uterine arteries""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=i_vL7vQ2kmw&feature=youtube_gdata_player,151,1516,0,5.0,3,0,"This video ""Total Abdominal Hysterectomy: Clamping, cutting, and ligating the uterine arteries"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
42,"""TMCrOJ16vYo""","""Caesarean Section: Cleansing and draping the patient""",2011-10-03,"""Education""","""healthoernetwork, medicine, c-section, caesarean section, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=TMCrOJ16vYo&feature=youtube_gdata_player,114,1384,2,5.0,1,1,"This video ""Cleansing and draping the patient"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Caesarean Section. The complete learning module is available through the African Health OER Network at: www.oerafrica.org A Caesarean section, also known as C-section, is a surgical procedure in which incisions are made through a motherapos;s abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies. It is usually performed when a vaginal delivery would put the babyapos;s or motherapos;s life or health at risk, although in recent times it has been also performed upon request for childbirths that could otherwise have been natural. The World Health Organization (WHO) recommends that the rate of Caesarean sections should not exceed 15% in any country. This programme includes narrated surgical video of the procedure as well as interactive case exercises and a brief self-assessment. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution <b>...</b>","fastandeffective (2011-12-02) You should use chlorexidine 4% which﻿ is cheaper but equally effective in cleaning the patient!
Read the British Medical Journal (BMJ) on chlorexidine...;

", 
43,"""C0qn3smtLig""","""Caesarean Section: Division of the uterovesical peritoneum and incision into the lower uterine segme""",2011-10-03,"""Education""","""healthoernetwork, medicine, c-section, caesarean section, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=C0qn3smtLig&feature=youtube_gdata_player,63,1286,1,5.0,1,0,"This video ""Division of the uterovesical peritoneum and incision into the lower uterine segment"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Caesarean Section. The complete learning module is available through the African Health OER Network at: www.oerafrica.org A Caesarean section, also known as C-section, is a surgical procedure in which incisions are made through a motherapos;s abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies. It is usually performed when a vaginal delivery would put the babyapos;s or motherapos;s life or health at risk, although in recent times it has been also performed upon request for childbirths that could otherwise have been natural. The World Health Organization (WHO) recommends that the rate of Caesarean sections should not exceed 15% in any country. This programme includes narrated surgical video of the procedure as well as interactive case exercises and a brief self-assessment. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is <b>...</b>",, 
44,"""J_IZbbamJhQ""","""OER at KNUST: 2 minute clip (2009)""",2010-11-10,"""Education""","""global health, knust, oer, health education, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=J_IZbbamJhQ&feature=youtube_gdata_player,135,1217,0,0,0,0,A short 2 minute clip featuring interviews with individuals at Kwame Nkrumah University of Science and Technology regarding their motivations for producing open educational resources (OER).The full length video is available at www.youtube.com ;,, 
45,"""FS9rB9Z4WSo""","""Preparing an Acid-Fast Stain using the Ziehl-Nielsen Method""",2010-12-23,"""Education""","""ghana, knust, microbiology, oer, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=FS9rB9Z4WSo&feature=youtube_gdata_player,276,1124,1,0,0,1,"This four and half minute video shows how to prepare an Acid-Fast Stain using the Ziehl-Nielsen Method. This resource was developed by Charles Adjei Osei of the Kwame Nkrumah University of Science and Technology and Cary Engleberg of the University of Michigan. It is part of a larger learning module about laboratory methods for clinical microbiology (available at open.umich.edu 2009-2010, Kwame Nkrumah University of Science and Technology and Cary Engleberg. This is licensed under a Creative Commons Attribution Noncommerical 3.0 License creativecommons.org","shamimhahsan (2011-05-12) This is not a very safety conscious way to perform a ZN.  Better﻿ method as follows.
You should Stain with FILTERED C.fuchsin for 30 mins at room temp, wash in DH2O then differentiate for 5secs in 1% Acid alcohol, before quickly plunging into tap water to stop the reaction. Rinse in DH2O then apply FILTERED M.Blue for 5 -10 seconds, before a rinse in DH2O.
You will then have a ZN stain with no precipitate and at less risk to the technician.
This is not as quick but avoids strong acids and fire;

", 
46,"""CBUjlppWlZU""","""OER in Action: A Look at KNUST (full-length version) (2009)""",2009-10-09,"""Education""","""KNUST, Ghana, Africa, OER, Health Sciences, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=CBUjlppWlZU&feature=youtube_gdata_player,1383,949,0,0,0,0,"In 2008, the College of Health Sciences at the Kwame Nkrumah University of Science and Technology (KNUST) in Kumasi, Ghana piloted its OER program part of the Health OER Collaboration sponsored by the Hewlett Foundation. This 23 min video explores KNUST's motivations, experience, and plans for OER within teaching and training at the College of Health Sciences. The video features several core members of the OER team at KNUST. KNUST is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch A short 8 1/2 minute version of the video is available at www.youtube.com This video is CC BY Regents of the University of Michigan, 2009.",, 
47,"""20pXfPKvKrc""","""Mental State Examination: Introduction to the learning module""",2011-09-23,"""Education""","""healthoernetwork, behavioural sciences, psychology, health oer, oer, health education""",https://www.youtube.com/watch?v=20pXfPKvKrc&feature=youtube_gdata_player,95,602,1,0,0,0,"""This video """"Mental State Examination: Introduction to the learning module"""" is part of a multimedia-based module by Celice McDermott, Nana Osem Osei, Tutu Akua Nketiah, Adjapong Kojo, Twum Nimako, Oppong Victor Barnor, Cary Engleberg, Veronica Boatemaa, and Owusu-Afriyie. Mental State Examination (MSE) is a structured way of observing and describing a patientapos;s current state of mind, under the domains of appearance, attitude, behavior, mood and affect, speech, thought process, thought content, perception, cognition, insight and judgement. There are some minor variations in the subdivision of the MSE and the sequence and names of MSE domains. The purpose of the MSE is to obtain a comprehensive cross-sectional description of the patientapos;s mental state, which when combined with the biographical and historical information of the psychiatric history, allows the clinician to make an accurate diagnosis and formulation, which are required for coherent treatment planning. The data are collected through a combination of direct and indirect means: unstructured observation while obtaining the biographical and social information, focused questions about current symptoms, and formalised psychological tests. The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis <b>...</b>",, 
48,"""P1HQOtiotXY""","""OER in Action: A Look at KNUST (short version) (2009)""",2010-02-15,"""Education""","""KNUST, Ghana, Africa, OER, Health Sciences, oer2011, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=P1HQOtiotXY&feature=youtube_gdata_player,515,520,1,5.0,3,1,"In 2008, the College of Health Sciences at the Kwame Nkrumah University of Science and Technology (KNUST) in Kumasi, Ghana piloted its OER program part of the Health OER Collaboration sponsored by the Hewlett Foundation. This 23 min video explores KNUST's motivations, experience, and plans for OER within teaching and training at the College of Health Sciences. The video features several core members of the OER team at KNUST. The full length 23 minute version of the video is available at www.youtube.com This video is shared under a Creative Commons Attribution (CC BY) 3.0 License creativecommons.org","keenefreelibrary (2011-06-25) More information on how they're using CC licenses﻿ is available at the creativecommons website /tag/open-michigan ... it's a pity links don't work here;

", 
49,"""8SF4jNe3aSc""","""Buruli Ulcer Disease: Obtaining Swab Specimens for Diagnosis of M. Ulcerans Infection""",2011-09-27,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=8SF4jNe3aSc&feature=youtube_gdata_player,368,471,0,0,0,0,"This video ""Buruli Ulcer Disease: Obtaining Swab Specimens for Diagnosis of M. Ulcerans Infection"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: How to obtain swab specimens for diagnosis of M. Ulcerans infection? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
50,"""HRLsi9ufXks""","""Glucose Tolerance Test: Expected normal results""",2011-09-26,"""Education""","""healthoernetwork, medicine, internal medicine, clinical chemistry, glucose tolerance test, health oer, oer, health education""",https://www.youtube.com/watch?v=HRLsi9ufXks&feature=youtube_gdata_player,140,471,0,0,0,0,"This video ""Glucose Tolerance Test: Expected normal results"" is part of a multimedia-based module by Francis A. Yeboah (KNUST) and Cary Engleberg (University of Michigan). This programme is intended as a compendium of modules on procedures in clinical chemistry. At present, the only completed module is one concerning the conduct and interpretation of the glucose tolerance test (GTT). In a GTT, glucose is adminstered to the patient in order to determine how quickly it is cleared from the blood. The test is usually used to test for diabetes, insulin resistance, and sometimes reactive hypoglycemia. The glucose is most often given orally so the common test is technically an oral glucose tolerance test (OGTT). This video addresses the question: What are the expected results in a normal individual? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology.",, 
51,"""8SF4jNe3aSc""","""Buruli Ulcer Disease: Obtaining Swab Specimens for Diagnosis of M. Ulcerans Infection""",2011-09-27,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=8SF4jNe3aSc&feature=youtube_gdata_player,368,471,0,0,0,0,"This video ""Buruli Ulcer Disease: Obtaining Swab Specimens for Diagnosis of M. Ulcerans Infection"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: How to obtain swab specimens for diagnosis of M. Ulcerans infection? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
52,"""HRLsi9ufXks""","""Glucose Tolerance Test: Expected normal results""",2011-09-26,"""Education""","""healthoernetwork, medicine, internal medicine, clinical chemistry, glucose tolerance test, health oer, oer, health education""",https://www.youtube.com/watch?v=HRLsi9ufXks&feature=youtube_gdata_player,140,471,0,0,0,0,"This video ""Glucose Tolerance Test: Expected normal results"" is part of a multimedia-based module by Francis A. Yeboah (KNUST) and Cary Engleberg (University of Michigan). This programme is intended as a compendium of modules on procedures in clinical chemistry. At present, the only completed module is one concerning the conduct and interpretation of the glucose tolerance test (GTT). In a GTT, glucose is adminstered to the patient in order to determine how quickly it is cleared from the blood. The test is usually used to test for diabetes, insulin resistance, and sometimes reactive hypoglycemia. The glucose is most often given orally so the common test is technically an oral glucose tolerance test (OGTT). This video addresses the question: What are the expected results in a normal individual? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology.",, 
53,"""tY5KyQ28Y-A""","""Mental State Examination: Simulated patient #2""",2011-09-26,"""Education""","""healthoernetwork, behavioural sciences, psychology, health oer, oer, health education""",https://www.youtube.com/watch?v=tY5KyQ28Y-A&feature=youtube_gdata_player,484,453,1,0,0,0,"This video ""Mental State Examination: Simulated patient #2"" is part of a multimedia-based module by Celice McDermott, Nana Osem Osei, Tutu Akua Nketiah, Adjapong Kojo, Twum Nimako, Oppong Victor Barnor, Veronica Boatemaa Owusu-Afriyie and Cary Engleberg (University of Michigan). Mental State Examination (MSE) is a structured way of observing and describing a patientapos;s current state of mind, under the domains of appearance, attitude, behavior, mood and affect, speech, thought process, thought content, perception, cognition, insight and judgement. There are some minor variations in the subdivision of the MSE and the sequence and names of MSE domains. The purpose of the MSE is to obtain a comprehensive cross-sectional description of the patientapos;s mental state, which when combined with the biographical and historical information of the psychiatric history, allows the clinician to make an accurate diagnosis and formulation, which are required for coherent treatment planning. The data are collected through a combination of direct and indirect means: unstructured observation while obtaining the biographical and social information, focused questions about current symptoms, and formalised psychological tests. The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice <b>...</b>",, 
54,"""9IUdkkATIw8""","""Episiotomy Repair: Introduction to episiotomy""",2011-10-03,"""Education""","""healthoernetwork, medicine, episiotomy, obstetrics, gynaecology, maternal health""",https://www.youtube.com/watch?v=9IUdkkATIw8&feature=youtube_gdata_player,105,353,0,0,0,0,"This video ""Introduction to episiotomy"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Episiotomy Repair. The complete learning module is available through the African Health OER Network at: www.oerafrica.org The source (FLA) file for this video can be found at open.umich.edu An episiotomy is a surgical incision through the perineum made to enlarge the vagina and assist childbirth. The incision can be midline or at an angle from the posterior end of the vulva, is performed under local anaesthetic (pudendal anesthesia) and is sutured closed after delivery. It is one of the most common medical procedures performed on women, and although its routine use in childbirth has steadily declined in recent decades. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
55,"""4Wc98okjbYY""","""Total Abdominal Hysterectomy: Introduction to the learning module""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=4Wc98okjbYY&feature=youtube_gdata_player,120,348,0,0,0,0,"This video ""Total Abdominal Hysterectomy: Introduction to the learning module"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
56,"""r3oc5AKXhsI""","""An Interview with Catherine Ngugi, Project Director of OER Africa""",2009-10-09,"""Education""","""OER, OER Africa, health education, Africa, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=r3oc5AKXhsI&feature=youtube_gdata_player,576,342,0,0,0,0,"In this interview, Catherine Ngugi, Project Director of OER Africa, describes the mission of OER Africa and shares her vision for higher education in Africa.",, 
57,"""f2Fm5Grp7sU""","""KNUST OER - Student Perspective on using an OER module (2009)""",2011-03-09,"""Education""","""health oer, healthoernetwork, open educational resources, knust, health education""",https://www.youtube.com/watch?v=f2Fm5Grp7sU&feature=youtube_gdata_player,60,324,0,0,0,0,"Peter Donkor, Provost of the College of Health Sciences, and Efua Konadu, a final year medical student, discuss open educational resources at the Kwame Nkrumah University of Science and Technology. This is licensed under a Creative Commons Attribution 3.0 License: creativecommons.org This is part of a longer documentary, available at www.youtube.com The whole UM collection of Health OER interviews and clips is at www.youtube.com",, 
58,"""Xw2Vb0upJ3Q""","""KNUST: Student OER projects with health science lecturers (2011)""",2012-01-12,"""Education""","""Oer, open, educational, resources, ghana, health, education, healthoernetwork, knust""",https://www.youtube.com/watch?v=Xw2Vb0upJ3Q&feature=youtube_gdata_player,159,272,0,0,0,0,"This video from Kwame Nkrumah University of Science Technology (KNUST) features interviews with lecturers and support staff involved in Open Educational Resources (OER) activities at the university. This clip focuses on the final year Department of Communication Students who, as part of a class project, are working with lectures from the School of Medical Sciences on OER. For more about OER at KNUST, visit web.knust.edu.gh KNUST is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Interviewees: Department of Communication Design Students, Mr. Adam Rahman, Mr. George Koffuor Video created by: Benjamin Prempeh, Samuel Agyeman-Duah, Kathleen Ludewig Omollo This video is licensed under a Creative Commons Attribution Noncommercial 3.0 License: creativecommons.org (C) 2011 Kwame Nkrumah University of Science and Technology and the Regents of the University of Michigan.",, 
59,"""J3S4Ic-FHSA""","""Mental State Examination: Simulated patient #3""",2011-09-26,"""Education""","""healthoernetwork, behavioural sciences, psychology, health oer, oer, health education""",https://www.youtube.com/watch?v=J3S4Ic-FHSA&feature=youtube_gdata_player,506,268,0,5.0,2,0,"This video ""Mental State Examination: Simulated patient #3"" is part of a multimedia-based module by Celice McDermott, Nana Osem Osei, Tutu Akua Nketiah, Adjapong Kojo, Twum Nimako, Oppong Victor Barnor, Veronica Boatemaa Owusu-Afriyie and Cary Engleberg (University of Michigan). Mental State Examination (MSE) is a structured way of observing and describing a patientapos;s current state of mind, under the domains of appearance, attitude, behavior, mood and affect, speech, thought process, thought content, perception, cognition, insight and judgement. There are some minor variations in the subdivision of the MSE and the sequence and names of MSE domains. The purpose of the MSE is to obtain a comprehensive cross-sectional description of the patientapos;s mental state, which when combined with the biographical and historical information of the psychiatric history, allows the clinician to make an accurate diagnosis and formulation, which are required for coherent treatment planning. The data are collected through a combination of direct and indirect means: unstructured observation while obtaining the biographical and social information, focused questions about current symptoms, and formalised psychological tests. The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice <b>...</b>",, 
60,"""-fGBoacMRxE""","""KNUST OER Instructional Design Framework""",2011-06-14,"""Education""","""OER, instructional design, multimedia, KNUST, healthoernetwork""",https://www.youtube.com/watch?v=-fGBoacMRxE&feature=youtube_gdata_player,3748,256,1,5.0,2,0,KNUST OER Instructional Design Framework: Making the Case for the Adoption of the ADDIE Model and Mayer's Principles of Multimedia Instructional Design was presented by Adam Rahman on 25 February 2011. Mr. Rahman is a lecturer at the Dept. of Communications KNUST in Ghana. He was an African Presidential Scholar Scholar at the University of Michigan from 2010-2011. This video is the final project presentation of the work he completed at UM. CC: BY NC SA Adam Rahman. This material is licensed under a Creative Commons Attribution Noncommercial Attribution 3.0 License creativecommons.org,, 
